id,name,name_eng,full_path_slug,description,short_description,note,score,type,level,is_deleted,is_visible,meta_title,meta_description,meta_social_title,meta_social_description,created_at,updated_at,created_by_id,updated_by_id,product_suggestion_list_enable
348,Thuốc trị tăng acid uric máu & bệnh gout,,thuoc/he-co-xuong/thuoc-tri-tang-acid-uric-mau-and-benh-gout,,,,348,product,3,FALSE,FALSE,+24 Thuốc trị Gout được bác sĩ khuyên dùng - Long Châu,"Mua thuốc trị Gút & thuốc trị tăng acid uric huyết mãn tính, dự phòng Gout tái phát chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.1,07:12.1,,,FALSE
349,Thuốc chống thấp khớp có cải thiện bệnh trạng,,thuoc/he-co-xuong/thuoc-chong-thap-khop-co-cai-thien-benh-trang,,,,349,product,3,FALSE,FALSE,Thuốc chống thấp khớp có cải thiện bệnh trạng - Long Châu,"Các thuốc chống thấp khớp giúp kiểm soát các triệu chứng và làm chậm tiến triển bệnh. Mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,05:50.8,,,FALSE
350,Kháng viêm dạng men,,thuoc/he-co-xuong/khang-viem-dang-men,,,,350,product,3,FALSE,FALSE,+15 Thuốc Kháng Viêm Dạng Men Chính Hãng - Long Châu,"Mua thuốc kháng viêm dạng men điều trị phù nề, chống viêm do chấn thương chính hãng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.1,05:37.6,,,FALSE
351,Thuốc trị rối loạn thần kinh-cơ,,thuoc/he-co-xuong/thuoc-tri-roi-loan-than-kinh-co,,,,351,product,3,FALSE,FALSE,"Thuốc trị rối loạn thần kinh, cơ - Nhà thuốc Long Châu","Thuốc trị rối loạn thần kinh, cơ, dành cho việc điều trị các bệnh rối loạn hệ thần kinh, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,07:01.2,,,FALSE
352,Thuốc kháng sinh dùng tại chỗ,,thuoc/thuoc-da-lieu/thuoc-khang-sinh-dung-tai-cho,,,,352,product,3,FALSE,FALSE,,,,,57:05.1,54:15.6,,,FALSE
353,Các thuốc khác tác động lên hệ cơ-xương,,thuoc/he-co-xuong/cac-thuoc-khac-tac-dong-len-he-co-xuong,,,,353,product,3,FALSE,FALSE,,,,,57:05.1,05:21.7,,,FALSE
354,Thuốc kháng virus dùng tại chỗ,,thuoc/thuoc-da-lieu/thuoc-khang-virus-dung-tai-cho,,,,354,product,3,FALSE,FALSE,Thuốc kháng virus dùng tại chỗ - Nhà thuốc Long Châu,"Tổng hợp thuốc kháng virus dùng tại chỗ và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,03:58.9,,,FALSE
355,Thuốc kháng khuẩn có corticoid dùng tại chỗ,,thuoc/thuoc-da-lieu/thuoc-khang-khuan-co-corticoid-dung-tai-cho,,,,355,product,3,FALSE,FALSE,Thuốc kháng khuẩn có corticoid dùng tại chỗ - Nhà thuốc Long Châu,"Thuốc kháng khuẩn có corticoid dùng tại chỗ và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,02:58.3,,,FALSE
356,Corticoid dùng tại chỗ,,thuoc/thuoc-da-lieu/corticoid-dung-tai-cho,,,,356,product,3,FALSE,FALSE,,,,,57:05.1,02:06.9,,,FALSE
357,"Thuốc trị vẩy nến, tăng tiết bã nhờn & vảy cá",,thuoc/thuoc-da-lieu/thuoc-tri-vay-nen-tang-tiet-ba-nhon-and-vay-ca,,,,357,product,3,FALSE,FALSE,"[Tổng hợp] Thuốc trị vẩy nến an toàn, chính hãng - Long Châu","Thuốc trị vẩy nến, tăng tiết bã nhờn & vảy cá và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,04:54.4,,,FALSE
358,Thuốc trị mụn cóc & chai da,,thuoc/thuoc-da-lieu/thuoc-tri-mun-coc-and-chai-da,,,,358,product,3,FALSE,FALSE,"Thuốc trị mụn cóc & chai da giá tốt, chính hãng 03/2024","Mua thuốc trị mụn cóc & chai da được lưu hành tại Việt Nam, chính hãng tại Nhà thuốc Long Châu uy tín, chất lượng, có dược sĩ tư vấn miễn phí.",,,57:05.1,04:40.2,,,FALSE
359,Thuốc khử trùng & sát trùng da,,thuoc/thuoc-da-lieu/thuoc-khu-trung-and-sat-trung-da,,,,359,product,3,FALSE,FALSE,"+27 Thuốc khử trùng, sát khuẩn tốt, chính hãng - Long Châu","Mua thuốc khử trùng, sát khuẩn Povidine, nước muối Pharmedic, dược phẩm OPC chính hãng, nguồn gốc rõ ràng, có dược sĩ tư vấn miễn phí. Giao hàng nhanh 2-4 giờ!",,,57:05.1,04:10.6,,,FALSE
360,Thuốc da liễu khác,,thuoc/thuoc-da-lieu/thuoc-da-lieu-khac,,,,360,product,3,FALSE,FALSE,Thuốc da liễu khác - Nhà thuốc Long Châu,"Các loại thuốc da liễu khác được cập nhật tại Nhà thuốc Long Châu, thông tin chính xác về các nhóm thuốc, mua thuốc tốt, uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,02:23.5,,,FALSE
361,Thuốc trị mụn,,thuoc/thuoc-da-lieu/thuoc-tri-mun,,,,361,product,3,FALSE,TRUE,"Thuốc trị mụn trứng cá, mụn mủ, mụn nhọt hiệu quả cao","Mua thuốc trị mụn chính hãng, giá tốt tại Long Châu. Đa dạng thuốc trị mụn thâm, mụn ẩn, mụn đầu đen, mụn cóc... uy tín, chất lượng, bác sĩ khuyên dùng",,,57:05.1,51:38.7,,,FALSE
362,Thuốc chống siêu vi,,thuoc/thuoc-da-lieu/thuoc-chong-sieu-vi,,,,362,product,3,FALSE,FALSE,,,,,57:05.1,26:16.7,,,FALSE
363,Loại bỏ mô hoại tử,,thuoc/thuoc-da-lieu/loai-bo-mo-hoai-tu,,,,363,product,3,FALSE,FALSE,,,,,57:05.1,26:36.5,,,FALSE
364,Chất làm se,,thuoc/thuoc-da-lieu/chat-lam-se,,,,364,product,3,FALSE,FALSE,,,,,57:05.1,26:54.7,,,FALSE
365,Khử sắc tố,,thuoc/thuoc-da-lieu/khu-sac-to,,,,365,product,3,FALSE,FALSE,,,,,57:05.1,27:11.2,,,FALSE
366,Chất làm mềm da,,thuoc/thuoc-da-lieu/chat-lam-mem-da,,,,366,product,3,FALSE,FALSE,,,,,57:05.1,27:26.2,,,FALSE
367,Chất tiêu sừng - Keratolytics,,thuoc/thuoc-da-lieu/chat-tieu-sung-keratolytics,,,,367,product,3,FALSE,FALSE,,,,,57:05.1,27:38.7,,,FALSE
368,Thuốc chống viêm không steroid tại chỗ,,thuoc/thuoc-da-lieu/thuoc-chong-viem-khong-steroid-tai-cho,,,,368,product,3,FALSE,FALSE,,,,,57:05.1,28:21.3,,,FALSE
369,Quang hóa tại chỗ,,thuoc/thuoc-da-lieu/quang-hoa-tai-cho,,,,369,product,3,FALSE,FALSE,,,,,57:05.1,28:38.2,,,FALSE
370,Thuốc bôi ngoài da,,thuoc/thuoc-da-lieu/thuoc-boi-ngoai-da,,,,370,product,3,FALSE,TRUE,"TOP 9+ thuốc bôi ngoài da trị nấm ngứa nhanh, hiệu quả 2026","Top 9+ loại thuốc bôi ngoài da trị nấm ngứa phổ biến: D.E.P Mekophar, Canesten Cream 1%, Ketoconazol 2%, Promethazin 2%, Lifedovate Cream 0,05%,...","TOP 9+ thuốc bôi ngoài da trị nấm ngứa nhanh, hiệu quả 2026","Top 9+ loại thuốc bôi ngoài da trị nấm ngứa phổ biến: D.E.P Mekophar, Canesten Cream 1%, Ketoconazol 2%, Promethazin 2%, Lifedovate Cream 0,05%,...",57:05.1,11:23.6,,,FALSE
371,Steroid với chất chống nhiễm trùng,,thuoc/thuoc-da-lieu/steroid-voi-chat-chong-nhiem-trung,,,,371,product,3,FALSE,FALSE,,,,,57:05.1,29:31.1,,,FALSE
372,Steroid,,thuoc/thuoc-da-lieu/steroid,,,,372,product,3,FALSE,FALSE,,,,,57:05.1,30:05.9,,,FALSE
373,Thuốc gây tê tại chỗ,,thuoc/thuoc-da-lieu/thuoc-gay-te-tai-chotopical-anesthetics-591,,,,373,product,3,FALSE,FALSE,,,,,57:05.1,30:20.2,,,FALSE
374,Thuốc chống hồng ban tại chỗ,,thuoc/thuoc-da-lieu/thuoc-chong-hong-ban-tai-cho,,,,374,product,3,FALSE,FALSE,,,,,57:05.1,30:33.7,,,FALSE
375,Thuốc chống ung thư tại chỗ,,thuoc/thuoc-da-lieu/thuoc-chong-ung-thu-tai-cho,,,,375,product,3,FALSE,FALSE,,,,,57:05.1,30:47.3,,,FALSE
376,Thuốc chống loạn thần,,thuoc/thuoc-da-lieu/thuoc-chong-loan-thantopical-antipsoriatics-598,,,,2,product,3,FALSE,FALSE,,,,,57:05.1,06:22.9,,,FALSE
377,Thuốc kháng sinh tại chỗ,,thuoc/thuoc-da-lieu/thuoc-khang-sinh-tai-cho,,,,377,product,3,FALSE,FALSE,Thuốc kháng sinh tại chỗ - Nhà thuốc Long Châu,"Tổng hợp thuốc kháng sinh tại chỗ và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,03:29.2,,,FALSE
378,Thuốc diệt nấm & ký sinh trùng dùng tại chỗ,,thuoc/thuoc-da-lieu/thuoc-diet-nam-and-ky-sinh-trung-dung-tai-cho,,,,378,product,3,FALSE,FALSE,Thuốc diệt nấm & ký sinh trùng dùng tại chỗ - Long Châu,"Tổng hợp thuốc chống diệt nấm & ký sinh trùng dùng tại chỗ và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,02:33.3,,,FALSE
379,Thuốc kháng histamin/ chống ngứa dùng tại chỗ,,thuoc/thuoc-da-lieu/thuoc-khang-histamin-chong-ngua-dung-tai-cho,,,,379,product,3,FALSE,FALSE,"Thuốc kháng histamin, chống ngứa dùng tại chỗ - Long Châu","Tổng hợp thuốc kháng histamin, chống ngứa dùng tại chỗ và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,02:44.6,,,FALSE
380,Thuốc uống ngừa thai,,thuoc/thuoc-ngua-thai/thuoc-uong-ngua-thai,,,,380,product,3,FALSE,FALSE,Thuốc uống ngừa thai - Nhà thuốc Long Châu,"Thuốc uống ngừa thai và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu,uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,57:09.7,,,FALSE
381,Thuốc ngừa thai tác dụng chậm,,thuoc/thuoc-ngua-thai/thuoc-ngua-thai-tac-dung-cham,,,,381,product,3,FALSE,FALSE,Thuốc ngừa thai tác dụng chậm - Nhà thuốc Long Châu,"Thuốc ngừa thai tác dụng chậm và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,31:02.3,,,FALSE
382,Các thuốc ngừa thai khác,,thuoc/thuoc-ngua-thai/cac-thuoc-ngua-thai-khac,,,,382,product,3,FALSE,FALSE,Các thuốc ngừa thai khác - Nhà thuốc Long Châu,"Các thuốc ngừa thai khác được liệt kê và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,31:32.8,,,FALSE
383,Thuốc hỗ trợ cai nghiện,,thuoc/thuoc-giai-doc-khu-doc-va-ho-tro-cai-nghien/thuoc-ho-tro-cai-nghien,,,,383,product,3,FALSE,FALSE,Thuốc hỗ trợ cai nghiện - Nhà thuốc Long Châu,"Thuốc hỗ trợ cai nghiện được lưu hành tại Việt Nam và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,30:08.0,,,FALSE
384,Thuốc nhỏ mắt chống angiogen,,thuoc/mat/thuoc-nho-mat-chong-angiogen,,,,384,product,3,FALSE,FALSE,,,,,57:05.1,04:50.0,,,FALSE
385,Thuốc giải độc & khử độc,,thuoc/thuoc-giai-doc-khu-doc-va-ho-tro-cai-nghien/thuoc-giai-doc-and-khu-doc,,,,385,product,3,FALSE,FALSE,Thuốc giải độc & khử độc - Nhà thuốc Long Châu,"Tổng hợp thuốc giải độc & khử độc cho cơ thể được lưu hành tại Việt Nam, thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,01:32.1,,,FALSE
386,Thuốc nhãn khoa,,thuoc/mat/thuoc-nhan-khoa,,,,386,product,3,FALSE,FALSE,,,,,57:05.1,05:10.9,,,FALSE
387,Bệnh nấm,,thuoc/mat/benh-nam,,,,387,product,3,FALSE,FALSE,,,,,57:05.1,05:34.4,,,FALSE
388,Thuốc khử trùng mắt có corticoid,,thuoc/mat/thuoc-khu-trung-mat-co-corticoid,,,,388,product,3,FALSE,FALSE,Thuốc khử trùng mắt có corticoid - Nhà thuốc Long Châu,"Tổng hợp thuốc khử trùng mắt có corticoid và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,09:58.4,,,FALSE
389,Thuốc kháng khuẩn & khử trùng mắt,,thuoc/mat/thuoc-khang-khuan-and-khu-trung-mat,,,,389,product,3,FALSE,FALSE,Thuốc kháng khuẩn & khử trùng mắt - Nhà thuốc Long Châu,"Thuốc kháng khuẩn & khử trùng mắt giảm các triệu chứng viêm và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,09:37.8,,,FALSE
390,Thuốc gây co đồng tử,,thuoc/mat/thuoc-gay-co-dong-tu,,,,390,product,3,FALSE,FALSE,Thuốc gây co đồng tử - Nhà thuốc Long Châu,"Các loại thuốc gây co đồng tử được lưu hành tại Việt Nam, thông tin chính xác về thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,10:12.6,,,FALSE
391,Corticoid dùng cho mắt,,thuoc/mat/corticoid-dung-cho-mat,,,,391,product,3,FALSE,FALSE,,,,,57:05.1,08:45.3,,,FALSE
392,Thuốc gây giãn đồng tử,,thuoc/mat/thuoc-gay-gian-dong-tu,,,,392,product,3,FALSE,FALSE,Thuốc gây giãn đồng tử - Nhà thuốc Long Châu,"Các loại thuốc gây giãn đồng tử và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,09:09.9,,,FALSE
393,Thuốc trị tăng nhãn áp,,thuoc/mat/thuoc-tri-tang-nhan-ap,,,,393,product,3,FALSE,FALSE,Thuốc trị tăng nhãn áp - Nhà thuốc Long Châu,"Các loại thuốc trị bệnh tăng nhãn áp hoạt động bằng cách giảm nhãn áp trong mắt. Mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,10:36.3,,,FALSE
394,"Thuốc giảm sung huyết, gây tê, kháng viêm trong Nhãn khoa",,thuoc/mat/thuoc-giam-sung-huyet-gay-te-khang-viem-trong-nhan-khoa,,,,394,product,3,FALSE,FALSE,"Thuốc giảm sung huyết, gây tê, kháng viêm trong Nhãn khoa - Long Châu","Các loại thuốc giảm sung huyết, gây tê, kháng viêm trong Nhãn khoa và công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,09:24.5,,,FALSE
395,Thuốc bôi trơn nhãn cầu,,thuoc/mat/thuoc-boi-tron-nhan-cau,,,,395,product,3,FALSE,FALSE,Thuốc bôi trơn nhãn cầu - Nhà thuốc Long Châu,"Các loại thuốc bôi trơn nhãn cầu được lưu hành tại Việt Nam và công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,08:56.5,,,FALSE
396,Các thuốc nhãn khoa khác,,thuoc/mat/cac-thuoc-nhan-khoa-khac,,,,396,product,3,FALSE,FALSE,Các thuốc nhãn khoa khác - Nhà thuốc Long Châu,"Các thuốc nhãn khoa khác bao gồm thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,08:32.2,,,FALSE
397,Thuốc gây mê nhãn khoa,,thuoc/mat/thuoc-gay-me-nhan-khoa,,,,397,product,3,FALSE,FALSE,,,,,57:05.1,10:45.6,,,FALSE
398,Nhãn khoa chống nhiễm trùng,,thuoc/mat/nhan-khoa-chong-nhiem-trung,,,,398,product,3,FALSE,FALSE,,,,,57:05.1,11:11.8,,,FALSE
399,Chất bôi trơn và rửa mắt,,thuoc/mat/chat-boi-tron-va-rua-mat,,,,399,product,3,FALSE,FALSE,,,,,57:05.1,12:07.6,,,FALSE
400,Thuốc nhỏ mắt,,thuoc/mat/thuoc-nho-mat,,,,400,product,3,FALSE,FALSE,,,,,57:05.1,10:16.2,,,FALSE
401,Thuốc nhỏ mắt có tác dụng chống nhiễm trùng,,thuoc/mat/thuoc-nho-mat-co-tac-dung-chong-nhiem-trung,,,,401,product,3,FALSE,FALSE,,,,,57:05.1,13:15.7,,,FALSE
402,Thuốc phẫu thuật nhãn khoa,,thuoc/mat/thuoc-phau-thuat-nhan-khoa,,,,402,product,3,FALSE,FALSE,,,,,57:05.1,11:32.6,,,FALSE
403,Thuốc chống viêm nhãn khoa,,thuoc/mat/thuoc-chong-viem-nhan-khoa,,,,403,product,3,FALSE,FALSE,,,,,57:05.1,13:43.1,,,FALSE
404,Thuốc chống dị ứng mắt và thuốc thông mũi,,thuoc/mat/thuoc-chong-di-ung-mat-va-thuoc-thong-mui,,,,404,product,3,FALSE,FALSE,,,,,57:05.1,09:41.2,,,FALSE
405,Thuốc chẩn đoán nhãn khoa,,thuoc/mat/thuoc-chan-doan-nhan-khoa,,,,405,product,3,FALSE,FALSE,,,,,57:05.1,14:05.4,,,FALSE
406,Thuốc tăng nhãn áp,,thuoc/mat/thuoc-tang-nhan-ap,,,,406,product,3,FALSE,FALSE,,,,,57:05.1,12:32.1,,,FALSE
407,"Vitamin A, D & E",,thuoc/vitamin-and-khoang-chat/vitamin-a-d-and-e,,,,407,product,3,FALSE,FALSE,,,,,57:05.1,11:42.3,,,FALSE
408,"Vitamin Nhóm B/ Vitamin nhóm B, C kết hợp",,thuoc/vitamin-and-khoang-chat/vitamin-nhom-b-vitamin-nhom-b-c-ket-hop,,,,408,product,3,FALSE,FALSE,,,,,57:05.1,12:26.4,,,FALSE
409,Vitamin C,,thuoc/vitamin-and-khoang-chat/thuoc-vitamin-c,,,,409,product,3,FALSE,FALSE,,,,,57:05.1,11:30.0,,,FALSE
410,Vitamin & khoáng chất trong lão khoa,,thuoc/vitamin-and-khoang-chat/vitamin-and-khoang-chat-trong-lao-khoa,,,,410,product,3,FALSE,FALSE,,,,,57:05.1,13:57.2,,,FALSE
411,Corticoid dùng cho tai,,thuoc/tai-and-mieng-hong/corticoid-dung-cho-tai,,,,411,product,3,FALSE,FALSE,,,,,57:05.1,13:00.8,,,FALSE
412,Vitamin & khoáng chất trong nhi khoa,,thuoc/vitamin-and-khoang-chat/vitamin-and-khoang-chat-trong-nhi-khoa,,,,412,product,3,FALSE,FALSE,,,,,57:05.1,15:34.0,,,FALSE
413,Thuốc kháng khuẩn & khử trùng tai,,thuoc/tai-and-mieng-hong/thuoc-khang-khuan-and-khu-trung-tai,,,,413,product,3,FALSE,FALSE,Thuốc kháng khuẩn & khử trùng tai - Nhà thuốc Long Châu,"Thuốc kháng khuẩn & khử trùng tai cho mọi đối tượng, được lưu hành tại Việt Nam. Mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.1,13:24.4,,,FALSE
414,Vitamin & khoáng chất (trước & sau sinh)/ Thuốc trị thiếu máu,,thuoc/vitamin-and-khoang-chat/vitamin-and-khoang-chat-truoc-and-sau-sinh-thuoc-tri-thieu-mau,,,,2,product,3,FALSE,FALSE,"Vitamin & khoáng chất trước, sau sinh, thuốc trị thiếu máu","Vitamin & khoáng chất trước, sau sinh, thuốc trị thiếu máu và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.1,11:54.8,,,FALSE
415,Thuốc khử trùng tai có corticoid,,thuoc/tai-and-mieng-hong/thuoc-khu-trung-tai-co-corticoid,,,,415,product,3,FALSE,FALSE,Thuốc khử trùng tai có corticoid - Nhà thuốc Long Châu,"Thuốc khử trùng tai có corticoid và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.2,13:47.0,,,FALSE
416,Các thuốc khác dùng cho tai,,thuoc/tai-and-mieng-hong/cac-thuoc-khac-dung-cho-tai,,,,416,product,3,FALSE,FALSE,Các thuốc khác dùng cho tai - Nhà thuốc Long Châu,"Các thuốc khác dùng cho tai được tổng hợp tại Nhà thuốc Long Châu, mua thuốc được lưu hành tại Việt Nam, tư vấn miễn phí và giao hàng tận nơi.",,,57:05.2,12:48.6,,,FALSE
417,Thuốc dùng trong viêm & loét miệng,,thuoc/tai-and-mieng-hong/thuoc-dung-trong-viem-and-loet-mieng,,,,417,product,3,FALSE,FALSE,Thuốc dùng trong viêm & loét miệng - Nhà thuốc Long Châu,"Thuốc dùng trong viêm & loét miệng và thông tin chính xác về các loại thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.2,13:13.3,,,FALSE
418,Thuốc kháng khuẩn vùng hầu họng,,thuoc/tai-and-mieng-hong/thuoc-khang-khuan-vung-hau-hong,,,,418,product,3,FALSE,FALSE,Thuốc kháng khuẩn vùng hầu họng - Nhà thuốc Long Châu,"Thuốc kháng khuẩn vùng hầu họng chống nhiễm trùng được lưu hành tại Việt Nam. Mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, tư vấn miễn phí.",,,57:05.2,13:33.7,,,FALSE
419,Thuốc gây mê-gây tê,,thuoc/thuoc-gay-me-gay-te-che-pham-dung-trong-phau-thuat-va-cham-soc-vet-thuong/thuoc-gay-me-gay-te,,,,419,product,3,FALSE,FALSE,"Thuốc gây mê chính hãng, tốt nhất 2024 tại Nhà thuốc Long Châu","Tổng hợp các loại thuốc gây mê và thông tin chính xác về thuốc, mua thuốc tốt tại Nhà thuốc Long Châu uy tín, chất lượng, dược sĩ tư vấn miễn phí.",,,57:05.2,28:45.9,,,FALSE
420,Băng phẫu thuật & Chăm sóc vết thương,,thuoc/thuoc-gay-me-gay-te-che-pham-dung-trong-phau-thuat-va-cham-soc-vet-thuong/bang-phau-thuat-and-cham-soc-vet-thuong,,,,420,product,3,FALSE,FALSE,,,,,57:05.2,15:13.4,,,FALSE
421,Thuốc ức chế thần kinh cơ,,thuoc/thuoc-gay-me-gay-te-che-pham-dung-trong-phau-thuat-va-cham-soc-vet-thuong/thuoc-uc-che-than-kinh-co,,,,421,product,3,FALSE,FALSE,Thuốc ức chế thần kinh cơ - Nhà thuốc Long Châu,"Tổng hợp thuốc ức chế thần kinh và các công dụng, nhóm thuốc chính xác được liệt kê tại Nhà thuốc Long Châu, uy tín, chất lượng, giao hàng tận nhà.",,,57:05.2,15:40.7,,,FALSE
422,"Sản phẩm làm mềm, làm sạch & bảo vệ da",,thuoc/san-pham-cham-soc-da-and-cham-soc-ca-nhan/san-pham-lam-mem-lam-sach-and-bao-ve-da,,,,422,product,3,FALSE,FALSE,,,,,57:05.2,17:03.2,,,FALSE
423,Sản phẩm chăm sóc răng miệng,,thuoc/san-pham-cham-soc-da-and-cham-soc-ca-nhan/san-pham-cham-soc-rang-mieng,,,,423,product,3,FALSE,FALSE,,,,,57:05.2,15:04.4,,,FALSE
424,Sản phẩm chăm sóc cá nhân,,thuoc/san-pham-cham-soc-da-and-cham-soc-ca-nhan/san-pham-cham-soc-ca-nhan,,,,424,product,3,FALSE,FALSE,,,,,57:05.2,14:48.4,,,FALSE
425,Dầu gội dầu xả,,duoc-my-pham/dau-goi-dau-xa,,,,1,product,3,FALSE,TRUE,"Dầu gội, dầu xả hỗ trợ làm sạch gàu hiệu quả","Dầu gội đầu, dầu xả hỗ trợ làm sạch gàu hiệu quả, mang lại mái tóc khỏe mạnh ✅ Cam kết sản phẩm chính hãng - Giá rẻ uy tín - Giao hàng nhanh tại Nhà thuốc Long Châu",,,57:05.2,34:01.5,,,FALSE
426,"Dưỡng tóc, ủ tóc",,duoc-my-pham/duong-toc-u-toc,,,,3,product,3,FALSE,TRUE,"Mua các loại dưỡng tóc, ủ tóc cho nam, nữ - Nhà thuốc Long Châu","Mua các loại sản phẩm dưỡng tóc, ủ tóc giúp dưỡng tóc, hỗ trợ cải thiện tình trạng rụng tóc cho nam và nữ ✅ Cam kết sản phẩm chính hãng - Giao hàng nhanh.",,,57:05.2,37:14.3,,,FALSE
427,Chăm sóc móng,,duoc-my-pham/cham-soc-mong,,,,4,product,3,FALSE,FALSE,,,,,57:05.2,47:57.6,,,FALSE
428,Chăm sóc chuyên sâu cho tóc,,duoc-my-pham/dac-tri,,,,4,product,3,FALSE,TRUE,Sản phẩm chăm sóc chuyên sâu dành cho tóc & da đầu,"Các dòng sản phẩm chăm sóc chuyên sâu dành cho tóc & da đầu, hỗ trợ cải thiện tình trạng rụng tóc, nấm da đầu ✅ Cam kết chính hãng - Giao hàng nhanh tại Nhà thuốc Long Châu",,,57:05.2,19:59.4,,,FALSE
429,Dầu gội giúp giảm nấm và ngứa da đầu,,duoc-my-pham/dau-goi-tri-nam,,,,2,product,3,FALSE,TRUE,"Top 11+ sản phẩm dầu gội giúp giảm nấm, ngứa da đầu hiệu quả","Danh sách các sản phẩm dầu gội giúp giảm nấm, giảm ngứa da đầu, giảm gàu hiệu quả như: Dầu gội Selsun, Dầu gội sạch gàu Haircare, Dầu gội Nazorel,...",,,57:05.2,45:45.3,,,FALSE
430,Trang điểm mặt,,duoc-my-pham/trang-diem-mat,,,,2,product,3,FALSE,TRUE,"Mỹ phẩm trang điểm mặt, kem che khuyết điểm, phấn nền - Nhà thuốc Long Châu","Kem lót che khuyết điểm, phấn nền chống nắng thích hợp cho mọi loại da ✅ Cam kết chính hãng - Giá rẻ uy tín - Giao hàng nhanh - Chỉ có tại Nhà thuốc Long Châu",,,57:05.2,47:57.6,,,FALSE
431,Dụng cụ trang điểm,,duoc-my-pham/dung-cu-trang-diem,,,,3,product,3,FALSE,FALSE,"Các dụng cụ trang điểm chất lượng, giá rẻ - Nhà thuốc Long Châu","Dụng cụ trang điểm cơ bản dành cho mặt, mắt, môi ✅ Cam kết chính hãng - Giá rẻ uy tín - Giao hàng nhanh - Chỉ có tại Nhà thuốc Long Châu",,,57:05.2,47:57.6,,,FALSE
432,Son môi,,duoc-my-pham/son-moi,,,,1,product,3,FALSE,TRUE,"Son môi, son dưỡng có màu, không màu - Nhà thuốc Long Châu","Các loại son môi, son dưỡng môi căng mềm mịn, xuất xứ rõ ràng ✅ Cam kết chính hãng - Giá rẻ uy tín - Giao hàng nhanh - Chỉ có tại Nhà thuốc Long Châu",,,57:05.2,47:57.6,,,FALSE
